What is your age?,What is your gender?,In which area do you stay in western line in Mumbai?,Your yearly income in INR,Do you own a house?,Where is your house located?,What is the carpet area of your current house in square feet?,How many rooms do you have?,What is the current price of your house in INR?,c_Car Parking,c_24hr Water Supply,c_Maintenance Staff,c_Gas Pipeline,c_Lift,c_Club house,c_24Hr Security,c_Gym,c_School,c_College,c_Hospitals,c_Medical,c_Railway Station,c_Market,Are you planning to buy a new house in Mumbai(Western Line)?,Would you take a housing loan if you had to buy a house?,In which area you would like to buy a new house in Mumbai(Western Line) if you had to?,What type of house you would look for if you had to buy a house?,What would be your budget if you had to buy a house?,How much carpet area would you want(square feet) if you had to buy a house?,How many rooms do you want if you had to buy a house?,If you had to buy a house what would you buy?,n_Car Parking,n_24hr Water Supply,n_Maintenance Staff,n_Gas Pipeline,n_Lift,n_Club house,n_24Hr Security,n_Gym,n_School,n_College,n_Hospitals,n_Medical,n_Railway Station,n_Market
46 - 55,Male,Mumbai Central,7lakh - 9lakh,Yes,Building,1115,2 BHK,5500000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market",No,No,Dadar,Building,3Cr - 4Cr,1240,2 BHK,Resale House,"Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","Car Parking, Lift, Club house, 24Hr Security, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
25 - 35,Female,Naigaon,1lakh - 3lakh,No,,,,,,,,,,,,,,,,,,,No,Yes,Vasai Road,Building,30lakh - 40lakh,300,1 BHK,Resale House,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
25 - 35,Female,Naigaon,3lakh - 5lakh,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Virar,Building,40lakh - 50lakh,400,1 BHK,Resale House,"Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Female,Naigaon,5lakh - 7lakh,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Vasai Road,Building,30lakh - 40lakh,400,1 BHK,Resale House,"Maintenance Staff, Gas Pipeline, Lift","Maintenance Staff, Gas Pipeline, Lift","Maintenance Staff, Gas Pipeline, Lift","Maintenance Staff, Gas Pipeline, Lift","Maintenance Staff, Gas Pipeline, Lift","Maintenance Staff, Gas Pipeline, Lift","Maintenance Staff, Gas Pipeline, Lift","Maintenance Staff, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Female,Nallasopara,7lakh - 9lakh,Yes,Building,580,1 BHK,2700000,"Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market",Yes,Yes,Virar,Building,40lakh - 50lakh,500,1 BHK,Resale House,Lift,Lift,Lift,Lift,Lift,Lift,Lift,Lift,"Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market"
46 - 55,Male,Nallasopara,7lakh - 9lakh,Yes,Building,570,1 BHK,2700000,Lift,Lift,Lift,Lift,Lift,Lift,Lift,Lift,"Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market",No,Yes,Virar,Building,40lakh - 50lakh,600,2 BHK,Resale House,"Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
36 - 45,Female,Nallasopara,7lakh - 9lakh,Yes,Building,605,1 BHK,2800000,"Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Car Parking, Gas Pipeline, Lift","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market",No,Yes,Borivali,Building,40lakh - 50lakh,500,2 BHK,New House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
36 - 45,Female,Nallasopara,7lakh - 9lakh,Yes,Building,600,1 BHK,2800000,"Maintenance Staff, Lift","Maintenance Staff, Lift","Maintenance Staff, Lift","Maintenance Staff, Lift","Maintenance Staff, Lift","Maintenance Staff, Lift","Maintenance Staff, Lift","Maintenance Staff, Lift","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market",No,Yes,Borivali,Building,40lakh - 50lakh,400,1 BHK,Resale House,"Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Car Parking, Maintenance Staff, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Nallasopara,7lakh - 9lakh,Yes,Building,850,3 BHK,4000000,"Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Car Parking, Maintenance Staff, Lift","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market","Railway Station, Market",Yes,Yes,Vasai Road,Building,70lakh-80lakh,1107,3 BHK,New House,"Car Parking, Maintenance Staff, Lift, 24Hr Security","Car Parking, Maintenance Staff, Lift, 24Hr Security","Car Parking, Maintenance Staff, Lift, 24Hr Security","Car Parking, Maintenance Staff, Lift, 24Hr Security","Car Parking, Maintenance Staff, Lift, 24Hr Security","Car Parking, Maintenance Staff, Lift, 24Hr Security","Car Parking, Maintenance Staff, Lift, 24Hr Security","Car Parking, Maintenance Staff, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
25 - 35,Male,Nallasopara,1lakh - 3lakh,No,,,,,,,,,,,,,,,,,,,No,No,Nallasopara,Building,30lakh - 40lakh,600,1 BHK,Resale House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, Club house, 24Hr Security, Gym","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
56 - 65,Male,Prabhadevi,11lakh and above,Yes,Building,1650,3 BHK,47500000,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift","College, Hospitals, Medical, Railway Station, Market","College, Hospitals, Medical, Railway Station, Market","College, Hospitals, Medical, Railway Station, Market","College, Hospitals, Medical, Railway Station, Market","College, Hospitals, Medical, Railway Station, Market","College, Hospitals, Medical, Railway Station, Market",No,Yes,Mira Road,Building,2Cr - 3Cr,1800,4 BHK,Resale House,"Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Gas Pipeline, Lift, 24Hr Security","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
46 - 55,Male,Prabhadevi,7lakh - 9lakh,Yes,Building,1650,3 BHK,49000000,"24hr Water Supply, Lift, Gym","24hr Water Supply, Lift, Gym","24hr Water Supply, Lift, Gym","24hr Water Supply, Lift, Gym","24hr Water Supply, Lift, Gym","24hr Water Supply, Lift, Gym","24hr Water Supply, Lift, Gym","24hr Water Supply, Lift, Gym","School, Hospitals, Medical, Market","School, Hospitals, Medical, Market","School, Hospitals, Medical, Market","School, Hospitals, Medical, Market","School, Hospitals, Medical, Market","School, Hospitals, Medical, Market",No,No,Dadar,Building,5Cr - 6Cr,1650,3 BHK,Resale House,"Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","Car Parking, 24hr Water Supply, Gas Pipeline, Lift","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
25 - 35,Male,Prabhadevi,3lakh - 5lakh,Yes,Building,310,1 BHK,11000000,"Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Maintenance Staff, Lift, 24Hr Security","School, College, Hospitals, Medical","School, College, Hospitals, Medical","School, College, Hospitals, Medical","School, College, Hospitals, Medical","School, College, Hospitals, Medical","School, College, Hospitals, Medical",Yes,Yes,Dadar,Building,1Cr - 2Cr,510,1 BHK,New House,"Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
46 - 55,Female,Prabhadevi,7lakh - 9lakh,Yes,Building,1717,3 BHK,46500000,Gym,Gym,Gym,Gym,Gym,Gym,Gym,Gym,"School, College, Medical","School, College, Medical","School, College, Medical","School, College, Medical","School, College, Medical","School, College, Medical",Yes,No,Bandra,Building,4Cr - 5Cr,1050,2 BHK,New House,"Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","Car Parking, 24hr Water Supply, Gas Pipeline, Lift, 24Hr Security","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market","School, College, Hospitals, Medical, Railway Station, Market"
36 - 45,Female,Prabhadevi,5lakh - 7lakh,Yes,Building,1000,2 BHK,27500000,"Car Parking, Lift, 24Hr Security","Car Parking, Lift, 24Hr Security","Car Parking, Lift, 24Hr Security","Car Parking, Lift, 24Hr Security","Car Parking, Lift, 24Hr Security","Car Parking, Lift, 24Hr Security","Car Parking, Lift, 24Hr Security","Car Parking, Lift, 24Hr Security","Medical, Market","Medical, Market","Medical, Market","Medical, Market","Medical, Market","Medical, Market",No,No,Santacruz,Building,2Cr - 3Cr,1100,2 BHK,Resale House,"24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","24hr Water Supply, Gas Pipeline, Lift","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market","Hospitals, Medical, Railway Station, Market"
